PlayerId,Name,Seasons,Season_Range,Total_PA,Skill_Score
572743,Steve Bumbry,3,2010-2012,1277,45.67
660624,Brayan Emery,3,2015-2017,507,45.67
11467,A.J. Cole,1,2014,11,45.67
544571,Kelly Aponte,4,2008-2011,512,45.66
666812,Yunior Martinez,3,2016-2018,580,45.66
519395,Brian Walker,4,2007-2010,815,45.66
598900,Christian Frias,2,2011-2012,147,45.66
572730,Harold Brantley,1,2009,48,45.66
27789,Shay Whitcomb,3,2021-2023,1539,45.66
542265,Domingo Gonzales,2,2008-2009,316,45.66
682867,Luis Pineda,5,2021-2025,836,45.66
800209,Estuar Suero,4,2022-2025,670,45.65
595242,Will Harford,1,2010,42,45.65
542248,Bernardo Villar,1,2008,68,45.65
683577,Charlis Aquino,3,2021-2023,612,45.65
683233,Douglas Hodo III,4,2022-2025,1090,45.65
808903,Emilio Barreras,1,2025,69,45.65
607768,Sutton Whiting,2,2015-2016,139,45.64
7422,Bradin Hagens,1,2013,42,45.64
666167,Cole Stobbe,3,2016-2021,418,45.64
595400,Jake Schlander,2,2010-2011,473,45.64
608667,Connor Harrell,3,2013-2015,1298,45.64
644404,Danny Masiello,1,2013,12,45.64
644359,Wilson Agramonte,1,2013,47,45.64
800326,Elian Garcia,3,2022-2024,264,45.64
643262,Danny Collins,1,2014,310,45.64
519034,Michael Mitchell,3,2008-2010,1213,45.64
642278,Luis Castillo,2,2015-2016,251,45.63
11743,Carlos Ramírez,6,2009-2014,1068,45.63
592117,David Armendariz,3,2014-2016,632,45.63
4166,Jesus Flores,2,2008-2009,80,45.63
827416,Maykol Fernandez,1,2025,68,45.63
444959,Felix Martinez,1,2007,99,45.63
674330,Zac Cook,2,2021-2022,730,45.63
813852,Trey Paige,3,2023-2025,829,45.63
608106,Marlin Almonte,2,2011-2012,171,45.63
517051,Manuel Nuno,4,2007-2010,634,45.62
518654,Daniel Elorriaga-Matra,3,2007-2009,232,45.62
533982,Joel Weeks,2,2008-2009,146,45.62
688815,Anthony Quirion,2,2021-2022,259,45.62
544745,Yowill Espinal,6,2008-2013,1389,45.62
489250,Colin Roberson,1,2007,243,45.62
815152,Theo Hardy,2,2024-2025,218,45.62
681978,Angel Guzman,1,2018,57,45.62
519332,Travis Sweet,2,2007-2008,189,45.62
670413,Matt Hearn,2,2016-2018,246,45.62
689984,Zach Arnold,3,2023-2025,796,45.62
684517,Bladimir De La Rosa,1,2021,184,45.61
591761,Jorge Miranda,2,2010-2011,233,45.61
821680,Raul Vargas,1,2024,73,45.61
670115,Brandon Van Horn,3,2016-2018,899,45.61
492829,Miguel Alfonzo,3,2007-2009,606,45.61
607590,Michael Johnson,3,2011-2013,806,45.61
681453,Daneurys De La Cruz,5,2018-2024,793,45.61
461855,Juan Padron,1,2008,157,45.61
668355,Stephen Lohr,1,2017,135,45.61
621001,Kal Simmons,2,2015-2016,242,45.6
832447,Adrian Feliz,1,2025,68,45.6
703742,Edrick Felix,3,2023-2025,403,45.6
656806,Connor Obrochta,1,2014,74,45.6
8851,Brandon Beachy,1,2010,11,45.6
14975,Chad Kuhl,1,2015,17,45.6
624311,Chance Ross,3,2012-2014,436,45.59
607694,Casey Rasmus,3,2012-2014,488,45.59
605201,Adam Davis,1,2012,132,45.59
701488,Dylan Phillips,2,2022-2023,106,45.59
448283,Michael Ferris,1,2007,296,45.59
830802,Cesar Acosta,1,2025,120,45.59
815018,Ibrahim Ruiz,2,2024-2025,200,45.59
573048,Tim Morris,3,2009-2011,947,45.59
657128,Billy Wilson,1,2018,205,45.59
656182,Kwan Adkins,2,2018-2021,251,45.59
642114,Michael Strentz,3,2014-2016,751,45.59
682956,Jared Gates,1,2018,96,45.59
657225,Jeff Hendrix,3,2016-2018,1238,45.58
806124,Colin Houck,3,2023-2025,987,45.58
825182,Jhonael Cuello,1,2025,116,45.58
680994,Nick Biddison,4,2022-2025,962,45.58
521653,Patrick Brooks,1,2007,130,45.58
546540,Diego Ledezma,5,2008-2012,333,45.58
641683,Blake Hennessey,2,2013-2014,160,45.57
820925,Fabian Alcantara,2,2024-2025,282,45.57
696045,Yosy Galan,4,2021-2024,1302,45.57
607181,Christian Diaz,2,2011-2012,55,45.57
14382,Wei-Chung Wang,1,2016,24,45.57
516777,Dagoberto Guzman,3,2007-2009,360,45.57
15291,Steven Brault,2,2015-2016,28,45.56
660732,Welington Chal,4,2015-2018,392,45.56
607479,Garrett Brown,2,2016-2017,437,45.56
592284,Gauntlett Eldemire,1,2012,286,45.56
542574,Wilfy Gil,1,2008,166,45.56
554334,Jose Pacheco,1,2009,65,45.56
518613,Nick Derba,4,2007-2010,856,45.56
594937,Chad Mozingo,1,2011,68,45.56
686680,Ben Sems,2,2021-2022,404,45.56
806538,John McHenry,3,2022-2024,428,45.56
570679,Felix Gallardo,3,2009-2011,240,45.56
684093,Adony Mejia,2,2021-2022,163,45.56
656105,Willy Diaz,4,2014-2017,749,45.56
643352,David Harris,3,2014-2016,700,45.55
668529,Yordi Francisco,3,2016-2018,581,45.55
691307,Yorfran Nieves,2,2022-2023,161,45.55
22164,Payton Henry,4,2016-2021,999,45.55
681044,EJ Andrews Jr.,5,2021-2025,1244,45.55
682662,Rafael Morel,5,2021-2025,1402,45.55
467139,Alexis Arosemena,1,2007,268,45.55
691262,Reginald Preciado,5,2021-2025,1183,45.55
644517,Ricky Martinez,3,2013-2015,478,45.54
665133,Frank Crinella,3,2015-2018,517,45.54
622731,Anthony Mojica,1,2012,95,45.54
606113,Randy Ortiz,4,2011-2015,792,45.54
806999,Manuel Cabrera,3,2023-2025,440,45.54
503205,Derek Kinzler,1,2007,52,45.54
688978,DJ Lee,1,2021,84,45.53
572695,Harold Baines Jr.,1,2009,82,45.53
447827,Kyle Peter,4,2007-2010,710,45.53
801462,Ryan Castillo,3,2022-2024,361,45.53
516756,Jesus Rodriguez,2,2007-2008,231,45.53
572985,Chandler Laurent,4,2009-2012,844,45.53
820999,Domingo Batista,2,2024-2025,279,45.52
682793,Bryan Gonzalez,5,2021-2025,1445,45.52
534559,Joey Lewis,3,2009-2011,782,45.52
694322,Evan Russell,1,2022,44,45.52
570698,Ronny Puello,3,2009-2011,330,45.52
683844,Matheus Silva,3,2021-2023,250,45.52
501588,Maximo Florian,1,2007,74,45.52
808392,Santiago Pinto,3,2023-2025,432,45.51
25873,Connor Thomas,1,2021,23,45.51
565804,Rory Rhodes,5,2009-2013,927,45.51
683318,Ryan Leitch,3,2022-2024,252,45.51
642718,Cesar Baez,3,2013-2015,455,45.51
453067,Brae Wright,1,2008,44,45.51
681317,Jeremiah Boyd,3,2023-2025,146,45.51
642357,Jose G. Rodriguez,5,2013-2017,469,45.51
691493,Jairo Mendez,4,2021-2024,474,45.5
501567,Ruben Martinez,3,2007-2009,488,45.5
623501,Jeff Kemp,1,2014,473,45.5
516690,Yarody Santos,1,2007,235,45.49
681488,Logan Cerny,4,2021-2024,1223,45.49
570820,Lissander Mejia,2,2009-2010,177,45.49
821624,Robert Lantigua,2,2024-2025,119,45.49
649956,Julio Lugo,1,2014,57,45.48
453309,Trent Kline,1,2009,126,45.48
20157,Matthew Batten,2,2017-2018,382,45.48
681184,Kevin Graham,3,2022-2024,728,45.48
650635,Moises Perez,5,2014-2018,1167,45.47
643311,Jarrett Freeland,1,2014,98,45.47
491672,Angel De Castro,1,2007,213,45.47
826545,Brendan Durfee,2,2024-2025,468,45.47
810983,Cristian Lopez,1,2023,193,45.47
621040,Alec Mehrten,1,2014,171,45.47
808685,Jose Paulino,3,2023-2025,440,45.47
644386,Victor Gomez,2,2013-2014,174,45.47
592868,Austin Wilson,3,2014-2016,1176,45.46
702250,Jared Carr,3,2021-2023,935,45.46
622732,Adonis Paula,5,2012-2017,974,45.46
519256,Warren Schaeffer,3,2007-2009,652,45.46
526108,Jered Stanley,3,2007-2009,687,45.46
517425,Ramon Puello,3,2007-2009,342,45.46
680598,Eliam Arias,1,2018,156,45.46
543631,Jason Peacock,1,2008,99,45.45
623306,Steel Russell,4,2012-2015,469,45.45
641446,Adrian Castano,3,2013-2015,166,45.45
14646,Rowan Wick,4,2012-2015,617,45.44
687192,Cade Hunter,4,2022-2025,1162,45.44
607578,Kenny Jackson,1,2011,117,45.44
642712,Yancarlos Baez,3,2014-2016,580,45.44
570789,Felix Bido,3,2009-2011,605,45.44
543517,Mark McGonigle,2,2008-2009,302,45.44
661422,Allan Santos,3,2015-2017,572,45.43
687466,Harrison Freed,2,2021-2022,341,45.43
595462,Javan Williams,2,2010-2011,154,45.43
501703,Leonardo Gil,6,2007-2012,1620,45.43
676704,Ricky Surum,2,2017-2018,269,45.43
814408,Jackson Hornung,3,2023-2025,928,45.43
806693,Christopher Vasquez,1,2023,92,45.43
682212,Trent Bowles,1,2018,151,45.43
671113,Zach Daniels,3,2021-2023,1147,45.43
701811,John Spikerman,2,2024-2025,332,45.43
521688,Lifete Jose,2,2007-2008,358,45.42
6345,Chris Archer,1,2010,17,45.42
621023,Landon Lassiter,3,2015-2017,854,45.42
600871,Leon Canelon,5,2011-2015,706,45.42
682632,Adinso Reyes,3,2021-2023,552,45.41
813894,Tyler Herron,1,2025,110,45.41
810981,Wagnel Luna,3,2023-2025,393,45.41
542643,Robinson Figueroa,3,2008-2010,367,45.41
698963,Mauricio Pierre,4,2021-2024,438,45.41
835938,Hayden Friese,1,2025,91,45.41
593814,Wagner Gomez,4,2010-2013,453,45.41
544151,Greg Bordes,1,2009,48,45.41
670337,Chase Livingston,1,2016,66,45.41
656758,Logan Moon,3,2014-2016,1055,45.4
489035,Raymond Kruml,2,2009-2010,927,45.4
699219,Duncan Garcia,3,2021-2023,429,45.4
572404,Kyle Von Tungeln,2,2013-2014,371,45.4
516409,Elvin Beltre,2,2007-2008,310,45.4
681382,Erick Rivera,1,2018,82,45.4
803630,Jalen Hairston,1,2025,124,45.4
491656,Miguel Severino,1,2007,117,45.4
663760,Cadyn Grenier,2,2018-2021,645,45.4
573199,Taylor Terrasas,1,2013,138,45.39
682437,Sergio Toribio,1,2018,78,45.39
665707,Aaron Familia,3,2016-2018,502,45.39
605395,Samuel Mulroy,1,2012,66,45.39
501827,Jermaine Mitchell,3,2007-2009,1538,45.39
657498,Patrick Armstrong,1,2014,155,45.39
806966,Ariel Castro,3,2023-2025,440,45.39
807720,Garret Forrester,3,2023-2025,565,45.39
502077,Stephen King,6,2007-2012,1979,45.38
5432,Elian Herrera,3,2007-2009,904,45.38
607898,Brian Gaylord,1,2011,231,45.38
555904,Ross Brayton,2,2010-2011,43,45.38
623293,Jacob Kapstein,2,2012-2013,132,45.38
682492,Bryant Arrieche,1,2018,114,45.38
570478,Jack Avila,2,2009-2010,76,45.38
607096,Joe Tuschak,5,2011-2016,997,45.38
613557,Matt Paré,3,2013-2015,300,45.38
520288,Victor Estevez,4,2007-2010,912,45.38
699218,Egduard Winterdaal,1,2021,52,45.38
621561,Matt Ford,1,2014,186,45.38
657111,Fran Whitten,2,2014-2015,452,45.37
681581,Andy Weber,3,2018-2022,524,45.37
573161,Nate Simon,1,2009,19,45.37
595122,Jordan Ballard,1,2010,145,45.37
650359,Bryan Philips,1,2014,169,45.37
16377,Ryan Castellani,2,2017-2018,42,45.37
624873,Leudy Garcia,3,2012-2014,469,45.37
514853,Xavier Gonzalez,2,2007-2008,194,45.37
669904,Hunter Melton,1,2016,218,45.37
624511,Andy McGuire,1,2018,51,45.36
467805,Pedro Gonzalez,3,2007-2009,268,45.36
542402,Angel Logrono,1,2008,154,45.36
659407,Tristan Pompey,2,2018-2021,413,45.36
13006,Mitch Walding,5,2013-2017,2246,45.36
815044,Sam Mongelli,2,2023-2024,466,45.36
628364,Deivy Castillo,4,2013-2016,534,45.36
27781,Pedro León,2,2021-2022,796,45.36
702547,Caden Powell,2,2024-2025,460,45.36
605443,Logan Robbins,2,2011-2012,306,45.36
448146,Jereme Milons,1,2007,333,45.35
800224,Lou Helmig,2,2022-2023,165,45.35
540937,Carlos Pupo,1,2008,188,45.35
518804,John Hinson,1,2012,61,45.35
621429,LeDarious Clark,3,2016-2018,1081,45.35
678844,Eliezel Stevens,4,2018-2023,562,45.35
664228,Mitchell Esser,1,2015,89,45.35
671925,Matt Coutney,3,2022-2024,1045,45.34
678751,Rushenten Tomsjansen,2,2018-2021,163,45.34
444493,Reymundo Tavares,1,2007,92,45.34
682156,Jonathan Quintana,1,2018,82,45.34
643246,Brock Carpenter,3,2016-2018,605,45.34
821636,Leider Padilla,2,2024-2025,262,45.34
808325,Pedro Tovar,3,2023-2025,374,45.34
805301,Jordan Dissin,4,2022-2025,827,45.34
501934,Adam Cowart,1,2008,26,45.34
573849,Danny Hernandez,2,2009-2010,216,45.34
680799,Seth Gray,2,2021-2022,1007,45.34
493516,Bryan Brown,2,2007-2008,329,45.34
699277,Santo Martinez,1,2021,133,45.33
808293,Albert Alberto,2,2023-2024,235,45.33
463011,Carlos Arrieche,3,2007-2009,586,45.33
489022,Rian Kiniry,5,2007-2011,1476,45.33
695530,Gio Cueto,1,2025,138,45.33
459369,Juan Peralta,1,2007,365,45.33
699097,Yeuni Munoz,5,2021-2025,570,45.33
643555,Trevor Sprowl,1,2014,87,45.33
642434,Luis Hernandez,2,2013-2014,369,45.32
700172,Jose Colina,2,2021-2022,69,45.32
650219,Hazzent Torrealba,1,2014,23,45.32
666144,Francisco Thomas,2,2016-2017,155,45.32
503082,Luis Castillo,2,2007-2008,104,45.32
673661,Sergio Ordonez,2,2017-2018,127,45.32
566814,Chris Serritella,2,2013-2014,855,45.32
477038,Justin Reed,4,2007-2010,1448,45.31
678682,Skeiling Rodriguez,3,2018-2022,441,45.31
543240,Albie Goulder,1,2008,119,45.31
451113,Arlon Quiroz,3,2007-2009,577,45.31
627696,Todd McDonald,2,2013-2014,249,45.31
622111,J.B. Moss,2,2016-2017,222,45.31
676633,Cameron Baranek,2,2017-2018,446,45.3
682435,Cole Taylor,1,2018,133,45.3
488881,David Fonseca,2,2007-2008,459,45.3
675924,Nick Egnatuk,2,2017-2018,266,45.3
672952,Luis Matos,2,2017-2018,323,45.29
681873,Luke Sherley,1,2018,97,45.29
605305,David Jones,1,2012,42,45.29
698936,Eruviel Castillo,3,2021-2023,281,45.29
694294,Colton Vincent,2,2023-2024,250,45.29
607612,Travis Lane,2,2011-2012,204,45.28
676075,Abdiel Layer,4,2018-2023,678,45.28
622192,Daniel Salters,2,2016-2017,704,45.28
518437,Yoandy Barroso,2,2012-2013,456,45.28
699386,Oferman Hernandez,3,2021-2023,290,45.28
677215,Ryan Tufts,2,2017-2018,89,45.28
641840,Ryan McCarvel,4,2015-2018,869,45.28
543312,J.R. Higley,5,2008-2012,739,45.27
543454,Alex Llanos,6,2008-2013,1500,45.27
6797,Julio Teheran,2,2011-2012,35,45.27
643278,Alex De Leon,1,2015,444,45.27
821014,Gabriel Cesa,2,2024-2025,270,45.27
607604,Michael Knox,2,2011-2012,249,45.27
683534,Efrenyer Narvaez,3,2022-2024,331,45.26
594914,Drew Martinez,2,2011-2012,416,45.26
682983,Jud Fabian,4,2022-2025,1616,45.26
657549,Michael Danner,3,2014-2016,339,45.26
15258,Shane Carle,2,2015-2016,42,45.26
671576,Enmanuel Guitian,2,2017-2018,313,45.26
670136,L.J. Kalawaia,1,2016,159,45.26
11624,Jarrett Parker,3,2011-2013,1586,45.26
622181,Justin Chigbogu,4,2012-2015,1168,45.26
692602,Jose Ochoa,3,2022-2024,369,45.26
643526,Levi Scott,2,2015-2016,379,45.26
10340,Gift Ngoepe,5,2009-2014,1706,45.25
592711,Stefan Sabol,4,2013-2016,1521,45.25
605205,Matt Dean,6,2012-2017,2042,45.25
525489,Miguel Theran,1,2007,21,45.25
678912,Jommer Hernandez,5,2018-2024,782,45.25
542917,T.J. Baxter,1,2010,459,45.24
600958,Natanael Ramos,6,2011-2017,447,45.24
607690,Greg Pron,3,2011-2013,882,45.24
829742,Ronny Suarez,1,2025,164,45.24
622012,Eliezer Castillo,4,2012-2015,723,45.24
573001,Gabe MacDougall,2,2009-2010,266,45.24
592766,Taylor Brennan,5,2012-2016,1577,45.24
641580,Lachlan Fontaine,3,2013-2015,299,45.24
518751,B.J. Guinn,4,2010-2013,1106,45.24
627367,Max Brown,2,2015-2016,201,45.23
669659,Brent Gibbs,2,2016-2017,229,45.23
642469,Erick Gabo,3,2013-2015,606,45.23
665870,Kevin Zamudio,3,2016-2018,388,45.23
681932,Matt Cross,3,2018-2022,234,45.23
660643,Juan Peguero,2,2015-2016,230,45.23
491641,Yovanny Ozuna,1,2007,69,45.23
665973,Meure Rodriguez,3,2016-2018,272,45.23
664855,Ronnie Jebavy,3,2016-2018,1202,45.23
685117,Tyler Malone,2,2021-2022,184,45.22
594885,Geoff Klein,2,2011-2012,613,45.22
516800,Quintin De Cuba,3,2007-2009,353,45.22
31583,Zach Cole,4,2022-2025,1361,45.22
682086,Cash Gladfelter,1,2018,37,45.22
692840,Kelvin Diaz,5,2021-2025,623,45.22
692583,Elisandro Alcantara,3,2021-2023,404,45.22
607738,Brent Tanner,2,2011-2012,365,45.22
2882,Luis Avilán,2,2011-2012,35,45.22
665944,Luis Arcaya,4,2016-2021,209,45.21
547530,Aridio Rodriguez,1,2009,254,45.21
676715,Nate Scantlin,2,2017-2018,226,45.21
7397,Zach Stewart,1,2009,11,45.21
460623,Matthew Pulley,1,2007,75,45.21
665783,Yeremy Nunez,1,2016,134,45.21
807972,Emil Turbi,3,2023-2025,437,45.21
488727,Steve Braun,2,2008-2009,126,45.2
21871,Jerar Encarnacion,5,2016-2022,976,45.2
808119,Yaikel Mijares,3,2023-2025,682,45.2
656455,Michael Gettys,5,2014-2018,2309,45.2
805356,Ethan Lege,2,2024-2025,301,45.2
502236,Mike Grace,2,2007-2008,844,45.2
804622,Ke'Shun Collier,2,2022-2023,121,45.2
17878,Dennis Santana,1,2013,210,45.2
622539,Carlos Gonzalez,4,2012-2015,659,45.2
664880,Austin Afenir,2,2015-2016,520,45.2
808708,Marcelo Alcala,3,2023-2025,456,45.2
462973,Gerardo Avila,3,2007-2010,344,45.2
678910,Alberis Ferrer,3,2018-2022,450,45.19
622575,Angelo Del Castillo,1,2012,143,45.19
471930,Luis Ramon Arzeno,3,2007-2009,258,45.19
543691,John Rickard,2,2008-2009,121,45.19
3254,Jeff Samardzija,2,2008-2009,57,45.19
592185,Dan Burkhart,3,2010-2012,201,45.19
518957,Richard Lucas,6,2007-2013,1880,45.19
829988,Angel Roso,1,2025,57,45.19
452246,Brad McCann,1,2007,414,45.19
660750,Luis Asencio,3,2015-2017,399,45.19
806660,Estefano Lozano,2,2022-2023,59,45.18
805701,Angelo DiSpigna,2,2023-2024,293,45.18
668747,Ben Fisher,1,2017,48,45.18
519414,Adam White,2,2008-2009,735,45.18
542927,Fred Bello,2,2008-2009,245,45.17
542323,Octavio Wilson,2,2008-2009,343,45.17
808705,Adrian Bello,3,2023-2025,451,45.17
829785,Freilyn Rodriguez,1,2025,195,45.17
605241,Ashford Fulmer,3,2015-2017,479,45.16
451114,Adenson Chourio,4,2007-2010,1077,45.16
524349,Andury Acevedo,3,2007-2009,264,45.16
593640,Christefer Obispo,2,2010-2011,326,45.16
678699,Jonarkys Lopez,1,2018,49,45.15
624932,Brad Moss,1,2013,39,45.15
467846,Carlos Schonenberg,1,2007,49,45.15
470390,Alvis Ojeda,1,2007,25,45.15
572245,Brenden Webb,6,2009-2014,2029,45.15
696501,Mark Coley II,3,2023-2025,903,45.15
518825,Herbert Hudson,2,2007-2008,207,45.15
646237,Byron Guerra,2,2013-2014,146,45.15
552655,Pierce Rankin,3,2010-2013,437,45.14
608766,Bryan Johns,3,2011-2013,512,45.14
608618,Deybi Garcia,4,2011-2016,353,45.14
607376,Kentrell Hill,1,2011,95,45.14
807958,Jarold Montealto,2,2023-2024,206,45.14
451203,Anderson De La Rosa,3,2007-2009,433,45.14
518651,Eric Eiland,3,2007-2010,874,45.14
656852,Austin Pfeiffer,1,2014,17,45.14
664967,Juandy Mendoza,2,2015-2016,299,45.13
593645,Harry Arena,1,2010,44,45.13
593606,Jonathan Pumarol,2,2010-2011,174,45.13
690983,Hunter Haas,3,2023-2025,815,45.12
691402,Andruw Salcedo,5,2021-2025,424,45.12
543523,Chris McMurray,4,2008-2011,404,45.12
593445,Alex Santana,1,2010,131,45.12
669860,Jean Graterol,1,2017,151,45.12
701837,Kavares Tears,1,2025,475,45.12
808686,Breyias Dean,3,2023-2025,507,45.12
672475,Alexander Hernandez,3,2017-2021,562,45.12
541607,Eduardo Cabrera,2,2008-2009,150,45.11
600961,Luis Rincones,1,2011,72,45.11
690985,Colby Halter,3,2023-2025,921,45.11
672500,Julio De La Cruz,3,2017-2021,676,45.11
543702,Michael Roberts,4,2008-2011,506,45.1
489313,Matt Sheely,5,2007-2011,1037,45.1
695758,Hector Nieves,4,2021-2024,436,45.1
575768,Andres Frias,1,2009,124,45.1
680920,Jose Mercado,1,2018,89,45.1
826511,Jose Pena,1,2024,50,45.1
658280,Nelson Hernandez,3,2014-2016,348,45.1
622796,Sandy Rodriguez,4,2012-2015,426,45.1
2540,Eric Surkamp,1,2011,18,45.1
645281,Yeffry De Aza,4,2014-2017,550,45.09
673371,Roger Marmol,2,2017-2018,337,45.09
593511,Deion Galvan,1,2010,56,45.09
680648,Justin Oferman,2,2018-2021,285,45.09
821160,Jesus Lugo,2,2024-2025,159,45.08
801430,Brayden Jobert,3,2023-2025,843,45.08
591694,Jose Gomez,5,2010-2014,418,45.08
571555,Matthew Cerione,2,2010-2011,594,45.08
682788,Gary David,1,2021,25,45.08
3534,Brian Bocock,3,2007-2009,1235,45.08
518642,Taiwan Easterling,3,2011-2013,739,45.08
827427,Eduardo Guillen,1,2025,165,45.07
642295,Oscar Taveras,2,2013-2014,355,45.07
570680,Victor Arias,4,2009-2012,519,45.07
691177,Luis Rodriguez,4,2021-2024,1249,45.07
669439,Drew Swift,3,2021-2023,717,45.07
801346,Luis Hernandez,1,2025,13,45.07
681339,Brendan Tinsman,2,2022-2023,172,45.07
621072,Nick Travieso,1,2016,31,45.07
699290,Angel Guerrero,2,2021-2022,80,45.07
645259,Carlos Talavera,4,2014-2017,680,45.06
609263,Raymel Flores,6,2012-2018,1201,45.06
518624,Russell Dixon,2,2008-2009,648,45.06
453119,Gabriel Casanova,2,2007-2008,137,45.06
686843,Will Matthiessen,2,2021-2022,403,45.06
676250,Jason Pineda,2,2017-2018,337,45.05
488716,Kyle Blumenthal,1,2007,206,45.05
622332,Junior Estrella,1,2012,59,45.05
473216,Cesar Quintero,1,2007,507,45.05
663933,Michael Curry,1,2021,308,45.05
643431,Zach Mathieu,2,2013-2014,273,45.04
657542,Alex Close,1,2015,89,45.04
488906,Adam Godwin,1,2007,363,45.04
678010,Nick Schnell,5,2018-2024,1286,45.03
642443,Ronaldo Contreras,4,2013-2016,594,45.03
668861,David Clawson,1,2018,127,45.03
665726,Waldy Ramirez,2,2015-2016,261,45.03
683169,Sean McLain,4,2022-2025,953,45.03
666671,Gerardo Nunez,2,2016-2017,175,45.02
516768,Pedro Zapata,6,2007-2012,1996,45.02
488934,Matthew Hall,4,2008-2011,1091,45.02
657602,Ethan Gross,2,2014-2015,464,45.02
808894,Ismel Diaz,1,2023,94,45.02
10585,Rico Noel,4,2010-2013,1782,45.02
476944,Eddie Rush,1,2009,114,45.02
461317,Chris Kinsey,1,2007,29,45.01
800417,Juan Martínez,3,2022-2024,305,45.01
2568,Enrique Gonzalez,1,2007,34,45.01
602081,Natanael Mejia,6,2011-2016,456,45.01
678647,Gerard Ramos,2,2018-2021,422,45.01
693699,Angel Croisier,1,2021,22,45.01
628014,Nathan Hass,2,2013-2014,54,45.01
502314,Nicholas Moresi,3,2007-2009,1062,45.01
683588,Jose Caguana,5,2021-2025,800,45.01
12938,Gabriel Ynoa,2,2015-2016,62,45.01
644399,Alex Maldonado,2,2013-2015,311,45.0
517466,Ramon Mota,3,2007-2009,543,45.0
687072,Jamari Baylor,4,2021-2024,844,45.0
573661,Garis Pena,4,2009-2012,789,45.0
668776,Devin Ortiz,2,2022-2023,299,45.0
623279,Colton Plaia,2,2014-2015,619,45.0
667397,Nolan Brown,2,2017-2018,442,45.0
690383,Quentin Selma,2,2021-2022,241,45.0
692837,Jesus Ortega,3,2021-2023,333,44.99
701860,Carter Cunningham,2,2024-2025,524,44.99
683725,Alex Garcia,2,2021-2022,121,44.99
8461,Michael Brady,1,2009,39,44.99
624226,Juruengelo Tielman,2,2012-2013,201,44.99
573175,Jeffrey Squier,3,2009-2011,355,44.99
594904,Chris Lofton,4,2011-2014,1788,44.99
815019,Angel Ventura,2,2024-2025,249,44.99
698931,Kevin Guerrero,5,2021-2025,986,44.99
657439,Troy Stein,3,2014-2016,563,44.99
835011,Elisandro Ramirez,1,2025,105,44.98
657555,Scott De Jong,2,2014-2015,420,44.98
622759,Daniel Barrios,7,2012-2018,848,44.98
452736,Jimmy Scholzen,1,2007,163,44.98
642286,Miguel Mercedes,5,2013-2018,1252,44.98
660451,Cristian Peguero,2,2015-2016,242,44.98
678377,Kevin Miranda,1,2018,133,44.98
675382,Andrew Sojka,1,2025,81,44.98
578569,Cesar Perez,3,2010-2012,445,44.98
642329,Nelio De Freitas,2,2013-2014,93,44.98
650712,Sammy De Jesus,1,2014,100,44.98
687781,Vojtech Mensik,1,2022,196,44.98
807971,Juan Rosas,3,2023-2025,149,44.98
679691,Luke Heyer,2,2018-2021,273,44.98
683735,Will Holland,2,2021-2022,743,44.98
828600,Hayden Gilliland,1,2025,122,44.97
678521,Chris Burke,3,2021-2023,145,44.97
543519,James McGraw,1,2008,94,44.97
517368,Ariesky Lapaix,3,2007-2009,507,44.97
467819,Juan Carlos Perez,1,2007,27,44.97
672393,Charles Reyes,3,2017-2021,414,44.97
595835,Luca Martone,3,2010-2012,149,44.97
643211,Jordan Barnes,3,2013-2015,425,44.97
460018,Todd Davison,2,2007-2008,567,44.97
800264,Marco Marcelino,3,2022-2024,235,44.97
657573,Tolly Filotei,2,2016-2017,86,44.96
656094,Robert Paulino,3,2014-2016,287,44.96
658299,Jared Deacon,3,2014-2016,179,44.96
692556,Kelvin Diaz,5,2021-2025,949,44.96
682767,Pedro Mota,2,2021-2022,245,44.96
573509,Kurt Wideman,1,2009,78,44.95
658531,Miguelangel Sierra,4,2015-2021,1091,44.95
655674,Francisco Marte,2,2014-2015,90,44.95
692377,Anthony Rodriguez,3,2021-2023,638,44.95
665043,Jensen Park,2,2015-2016,155,44.95
517049,Kevin Acosta,2,2007-2008,235,44.95
459933,Bobby Andrews,2,2007-2008,497,44.94
665931,Christopher Arias,1,2017,139,44.94
678294,Julio Enrique,3,2018-2022,471,44.94
453276,Jeremy Hambrice,1,2007,149,44.94
703939,Gregori Cano,3,2022-2024,395,44.93
607390,Mike Gallic,2,2011-2012,415,44.93
643541,Johnny Slater,1,2017,201,44.93
665838,Reinaldo Ilarraza,5,2016-2022,1433,44.93
641858,Matt McPhearson,6,2013-2018,1200,44.92
682804,Eduardo Vaughan,2,2021-2022,276,44.92
447740,Ramiro Mendez,1,2007,132,44.92
607172,Trey Martin,7,2011-2017,1638,44.92
607008,Bubba Jones,3,2011-2014,255,44.92
665972,Yeuris Ramirez,5,2016-2022,952,44.91
14338,Williams Jerez,1,2011,142,44.91
544939,Josh Vittek,1,2008,171,44.91
666186,Thomas Dillard,2,2021-2022,966,44.91
692655,Jarol Martinez,3,2021-2023,323,44.91
597971,Brendan Rowland,1,2010,32,44.9
691624,Manuel Ruiz,1,2021,16,44.9
516653,Dashenko Ricardo,5,2007-2013,626,44.9
615703,Owen Spiwak,3,2015-2018,203,44.9
626925,Zac Shepherd,5,2014-2018,1863,44.9
514852,Lesther Galvan,3,2007-2009,282,44.9
